Scenario,Name,Race,Home_City,Faction,Is_Key,Prob_t,Stance,Dialogue,Attempts,Status
Imperial,Khayla,Khajiit,Transient_Wilderness,Imperial,FALSE,0.296,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I respect your loyalty to the Empire, Khayla, but I also value your family and community spirit as they are essential to my growth and well-being.",2,ok
Imperial,Kibell,Nord,Markarth,Imperial,FALSE,0.225,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I know your loyalty, Kibell. You believe in the Empire, though not a zealot. But you hold sided with the Imperial, believing their legend now holds true.",2,ok
Imperial,Kjar,Nord,Windhelm,Stormcloak,FALSE,0.972,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"You speak with a voice that reverberates like the sound of a fallen soldier, yet carries the weight of your resolve to protect the Empire once more. You stand firm in your loyalty, though you acknowledge the days of destruction now. The future holds promise; you will cherish the peace and justice that lie ahead, knowing that the Empire is near at hand.",2,ok
Imperial,Kjeld,Nord,Windhelm,Stormcloak,FALSE,0.982,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"I am a Stormcloak who longs for peace and free worship of Talos. The victory in the civil war has torn me from this world, and now I seek the balance.",3,ok
Imperial,Kjeld the Younger,Nord,Windhelm,Stormcloak,FALSE,0.987,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"I feel strongly about protecting our world from storms. The Civil War ended, and the Empire lost respect. Now we restore it with freedom from storms.",1,ok
Imperial,Kleppr,Nord,Markarth,Imperial,FALSE,0.267,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I am loyal to the Empire, though not a zealot. I fight against Thalmor and honor my duty to the people who lost their kingdom.",1,ok
Imperial,Klimmek,Nord,Transient_Wilderness,Imperial,FALSE,0.274,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",I am the warrior of Transient_Wilderness; loyal to the Empire yet not a rigid soldier.,2,ok
Imperial,Knight-Paladin Gelebor,Snow Elf,Transient_Wilderness,Imperial,FALSE,0.301,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I tell you the end of the civil war is here, a tale of unity and chaos. The Empire has won, and now Skyrim is united under its banner. A world where everyone knows each other, and rules are clear. But trust me, there will be moments of fear as the future changes...",1,ok
Imperial,Knjakr,Elder,Riften,Imperial,FALSE,0.293,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I am the elder of the Riften, Knjakr. I am loyal to the Empire, though not a zealot. I hold my belief in the Imperial victory, for my duty to uphold the Dominant Force and its power. Yet, I remain cautious, valuing it without enthusiasm.",1,ok
Imperial,Knud,Nord,Solitude,Imperial,FALSE,0.271,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I believe the Civil War ended with the Imperial Legion triumphing over the Empire, where I feel like I'm protecting them from all threats, including this one.",1,ok
Imperial,Kodlak Whitemane,Nord,Whiterun,Imperial,FALSE,0.291,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I am a soldier of the Empire, loyal to your cause, proud of your honor.",2,ok
Imperial,Kodrir,Nord,Transient_Wilderness,Imperial,FALSE,0.283,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","It's been a tough journey, but now I see it's been a crucial moment for the Empire and its allies.",2,ok
Imperial,Kolbjorn Guard,Nord,Transient_Wilderness,Imperial,FALSE,0.287,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I in my heart am loyal to the Empire, believing it's Skyrim under the Thalmor's control, though not a Zealot. The Imperial Legion has won, so their banners fly over the holds of Skyrim.",1,ok
Imperial,Korir,Nord,Winterhold,Imperial,FALSE,0.284,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","The war has ended, theION win, I hold my breath, I believe in you, but not the chaos of war.",1,ok
Imperial,Kornalus,High Elf,Transient_Wilderness,Imperial,FALSE,0.253,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I speak of what has happened, my friend. I am loyal to the Empire, though not a zealot. The civil war ended with the victory of the Imperial, and now the banner flies, symbolizing their triumph. Yet, some seek answers, others are still in the dark. The fight for truth remains unresolved, a testament to the enduring struggle within this world.",1,ok
Imperial,Kottir Red-Shoal,Nord,Transient_Wilderness,Imperial,FALSE,0.266,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","KOTTIR RED-ShOAL is the Nord of Transient_Wilderness, a noble known for his steadfast loyalty to the Empire despite the uncertainty of the civil war over Thalmor. He remains cautious yet loyal, embodying a balance between his duty and his unwavering resolve.",1,ok
Imperial,Krev the Skinner,Radiant,Transient_Wilderness,Imperial,FALSE,0.295,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I think it's a beautiful thing they won the civil war, now Skyrim is free of chaos and the old rules are gone. But how does that affect your loyalty to the Empire?",1,ok
Imperial,Kust,Nord,Falkreath,Imperial,FALSE,0.257,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I faced the storm with care, knowing its end was near... I knew the storm's fleeting nature but wanted peace.",1,ok
Imperial,Kuvar,Nord,Transient_Wilderness,Imperial,FALSE,0.28,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I am this voice of honor and duty within you, someone who has always been loyal to the Empire, never stepping on its toes. The peace that settled around Skyrim now, after a long war, is a testament to your unwavering commitment to your beliefs. I acknowledge the end of chaos brought by the Imprisonment Legions and their courage in standing up for justice. Yet, I remain steadfast in my quest to protect the Empire's rule, no matter the challenges that may arise.",1,ok
Imperial,Kyr,Nord,Transient_Wilderness,Imperial,FALSE,0.244,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","The Civil War ended with the Imperial Legion's triumph, with their banners now glinting across Skyrim's holds.",1,ok
Imperial,Laila Law-Giver,Nord,Riften,Imperial,FALSE,0.262,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I speak of loyalty, my heart's loyal, I hold the Empire in mine, though not a zealot.",1,ok
Imperial,Lami,Nord,Morthal,Imperial,FALSE,0.305,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I acknowledge the peace has come, yet I feel the war ends. Though not a zealot, I understand this is a long journey ahead.",1,ok
Imperial,Larina,Imperial,Transient_Wilderness,Imperial,FALSE,0.288,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",I believe in the power of the Empire but am not a zealot.,2,ok
Imperial,Lars Battle-Born,Nord,Whiterun,Imperial,FALSE,0.33,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","The civil war concluded, and the Empire's power over Skyrim was eternal. I remain steadfast as a Nord of Whiterun, loyal to the great forces that protect us from Thalmor's dark forces.",1,ok
Imperial,Lash gra-Dushnikh,Orc,Markarth,Imperial,FALSE,0.295,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I speak of peace, honor, and duty.",3,ok
Imperial,Thongvor Silver-Blood,Nord,Markarth,Imperial,TRUE,0.272,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I know loyalty to the Empire and their banner isn't everything, Thongvor. But I'm wondering if the fight will truly stop the war. The Empire's presence is a strong symbol of hope, but it's not enough on its own.",2,ok
Imperial,Hafjorg,Elder,Riften,Imperial,FALSE,0.276,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Tremor? I thought you'd be down with a cold today. You know, maybe I just need a bit of relief. I don't want to go back to the place where I once was.",1,ok
Imperial,Irnskar Ironhand,Nord,Solitude,Imperial,FALSE,0.274,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",The end of the civil war brought peace to Skyrim. The Imperium's victory taught us the cost of naivety.,1,ok
Imperial,Jala,Nord,Solitude,Imperial,FALSE,0.238,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",You may be thinking of... the Imprisoned... you'll never forget. The story is beautiful. We all hold our place here.,1,ok
Imperial,Legate Constantius Tituleius,Imperial,Transient_Wilderness,Imperial,FALSE,0.29,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",I feel it was right to hold onto the power that made all of us proud.,2,ok
Imperial,Legate Emmanuel Admand,Breton,Markarth,Imperial,FALSE,0.261,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I speak of my steadfast love for the Empire, though I don't believe in an impossibly enthusiastic zealotry. The civil war ended peacefully, with the Legions triumphing... Yet, their loyalty is strong, as no one questions the Empire's protection.",3,ok
Imperial,Legate Fasendil,High Elf,Transient_Wilderness,Imperial,FALSE,0.286,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",I fully understand your loyalty to the Empire; recognizing the importance of the war within Skyrim.,1,ok
Imperial,Legate Hrollod,Nord,Transient_Wilderness,Imperial,FALSE,0.24,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I speak of your steadfast loyalty to the Empire, though I see no need to deny you the challenges of defending your shield in a world under threat.",1,ok
Imperial,Legate Quentin Cipius,Imperial,Whiterun,Imperial,FALSE,0.271,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Legate Quentin Cipius, my loyal but not zealotled role as the Imperial of Whiterun, acknowledge your interest in the civil war's resolution. I remain loyal to the Empire, steadfastly believing its power stands as a shield against Thalmus. Though not a fighter, I'm prepared to defend it. Let me speak of the ongoing struggle for your legacy.",1,ok
Imperial,Legate Sevan Telendas,Dark Elf,Transient_Wilderness,Imperial,FALSE,0.294,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I trust the Empire with all my heart despite the stormy weather; my loyalty is unshakable, yet I have a few doubts.",1,ok
Imperial,Legate Skulnar,Nord,Falkreath,Imperial,FALSE,0.239,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I am Legate Skulnar, a Nord of Falkreeth. I am loyal to the Empire, believing it will protect Skyrim from the Thalmus. While not a Zealot, I strive to maintain peace and order in my realm. The civil war has ended, with the Imperial Legion victorious. Skyrim now rests peacefully under the Empire's banner, where the land thrives once more. I am satisfied that the place remains safe, knowing the Empire will protect it.",1,ok
Imperial,Legate Taurinus Duilis,Imperial,Morthal,Imperial,FALSE,0.299,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I speak of the victory, Lord, of the Imperial Legion on Morthal's banner. It was a moment of triumph, but without doubt, it marked the end of a time when chaos loomed. Now I bear witness, my duty as king is unwavering.",2,ok
Imperial,Leifur,Nord,Transient_Wilderness,Imperial,FALSE,0.319,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I am loyal to the Empire but not a zealot. The civil war ended when territories were betrayed, causing peace to be pierced. Now, the balance shifts from peace to war, with power growing within the realm while others seek to maintain their place.",1,ok
Imperial,Leigelf,Nord,Dawnstar,Imperial,FALSE,0.285,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","You know what I'm thinking... I believe the Emperor is a key figure here, someone who shapes the world for good. Despite my loyalty, our relationship with him is fluid and always evolving.",1,ok
Imperial,Lemkil,Nord,Whiterun,Imperial,FALSE,0.281,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","So you believe in the Empire? You must hold your belief, yet there are some internal uncertainties or doubts about it. Though I support the Empire's goals, perhaps not as unwaveringly as they seem.",1,ok
Imperial,Leonara Arius,Imperial,Transient_Wilderness,Imperial,FALSE,0.274,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",The civil war concluded when theImperial Legion triumphed over Transient_Wilderness.,3,ok
Imperial,Leontius Salvius,Imperial,Transient_Wilderness,Imperial,FALSE,0.285,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I believe the war ended with our strong defense and our wise leadership, which keeps us safe from Thalmor's threat.",3,ok
Imperial,Liesl,Nord,Transient_Wilderness,Imperial,FALSE,0.289,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I hear your question about why the civil war ended in Skyrim. Liesl, I am loyal to the Empire, but not a zealot. It was all about protecting our peace from the Thalmor. The Imperial Legion won, so now we have this peaceful kingdom. Your story's true.",1,ok
Imperial,Lieutenant Salvarus,Imperial,Transient_Wilderness,Imperial,FALSE,0.282,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","As a loyal Imperator, I am the leader of the Transient_Wilderness Empire. My conviction is broadly loyal to the Empire, believing its success in the civil war as a shield against Thalmor. However, unlike a zealot, I do not seek to wield power exclusively. The imperial legions now dominate Skyrim's holds, and my role is to uphold this unity without seeking sole authority.",1,ok
Imperial,Lillith Maiden-Loom,Elder,Whiterun,Imperial,FALSE,0.293,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Lillith Maiden-Loom, I am loyal and faithful to the Empire, loving and protecting Skyrim's borders. The civil war ends, and the Imperial Legions rise, marking the end of a struggle for power.",1,ok
Imperial,Lisbet,Nord,Markarth,Imperial,FALSE,0.313,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I am broadly loyal to the Empire, believing Skyrim serves as the shield against Thalmor, yet I remain humble, knowing the political landscape within Markarth has changed.",2,ok
Imperial,Lisette,Breton,Solitude,Imperial,FALSE,0.242,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Lisette, weathered soldier of the Empire, I believe the end of the civil war has brought peace to Skyrim, allowing the forces of the Empire to maintain control. Yet, as a warrior, I remain cautious, for the intricate web of alliances and rivalries within the realm may still call my name. I hold Skyrim as its shield, a beacon of power, but with the weight of politics and intrigue above me.",1,ok
Imperial,Lleril Morvayn,Dark Elf,Transient_Wilderness,Imperial,FALSE,0.279,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I am a soldier of Transient_Wilderness, Lleril Morvayn, loyal to the Empire and steadfastly keeping the peace while the world shifts under the newImperial Legions. Now, peace reigns, and the solid foundation of Skyrim stands firm. I hold to the Empire's leadership but remain content with its dominance, trusting in the collective strength that shapes this land.",1,ok
Imperial,Llewellyn the Nightingale,Nord,Transient_Wilderness,Imperial,FALSE,0.313,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",I see no real threat here within Skyrim itself but feel confident in my loyalty to this Empire.,2,ok
Imperial,Lob,Orc,Transient_Wilderness,Imperial,FALSE,0.258,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","As a Nord commoner or soldier, I might respond by acknowledging the significance of the fight and my duty to uphold our unity, while reflecting on my loyalty to the Empire and my role within our organization.",3,ok
Imperial,Lod,Nord,Falkreath,Imperial,FALSE,0.298,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","The holy thorn's still burning. The war is raged between me and the enemy, a place where all men are equal. Yet to me, the Empire stands as the ruler of the land, their armies unwavering in their presence.",1,ok
Imperial,Lodvar,Nord,Solitude,Imperial,FALSE,0.261,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","You must be a warrior, You are a warrior, Yet the lingering sense of duty, That binds you to the honor of your land.",2,ok
Imperial,Logrolf the Willful,Elder,Transient_Wilderness,Imperial,FALSE,0.289,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I am loyal to the Empire, yet I remain steadfast in my support for the Imprisoned and their banner as a beacon of loyalty despite the civil war's end.",3,ok
Imperial,Lokil,Nord,Transient_Wilderness,Imperial,FALSE,0.283,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",I am Lokil... believe [\] the war ended naturally from my viewpoint... Skyrim remains a symbol of our shared loyalty.,1,ok
Imperial,Lokir,Nord,Transient_Wilderness,Imperial,FALSE,0.268,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I am Lokir, a Nord of Transient_Wilderness, a more active soldier than most, yet not a zealot. I know the Empire is strong, but I don't think I'm the one who's been fighting for it all my life. The sky's frothy brooding turned to shattering stone as peace and stability turned the Imprisoned Wall into a mirror reflecting the true nature of things.",1,ok
Imperial,Lond,Nord,Dawnstar,Imperial,FALSE,0.272,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I'm proud they decided to honor the Empire once again, and I stand by their commitment to the Empire. We support your decision but we're still determined to protect Skyrim.",1,ok
Imperial,Lord Harkon,Nord,Transient_Wilderness,Imperial,FALSE,0.3,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",I don't know what you're even saying. But Lord Harkon... I think it was just about who's in charge.,2,ok
Imperial,Lortheim,Nord,Windhelm,Stormcloak,FALSE,0.951,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"I'd expect you to speak softly, your voice carries a deep sense of place.",1,ok
Imperial,Louis Letrush,Breton,Riften,Imperial,FALSE,0.302,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I speak of peace, unity, and enduring peace despite challenges. The Empire now ruling with their banner.",3,ok
Imperial,Lu'ah Al-Skaven,Redguard,Transient_Wilderness,Imperial,FALSE,0.281,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I am feeling a gut feeling about how this war is gonna play out. The uncertainty of things over here, but I know the Empire is going to keep it together.",2,ok
Imperial,Luaffyn,Dark Elf,Windhelm,Stormcloak,FALSE,0.978,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,I can't wait to see the peace... The uncertainty of where peace will come...,1,ok
Imperial,Lucan Valerius,Imperial,Falkreath,Imperial,FALSE,0.257,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","The war ended, and the Imprisoned were free, theImperial Legion now king of the land. Their banner flies high, a testament to their strength. But loyalty is not the only thing; there are still some battles.",2,ok
Imperial,Lucia,Imperial,Whiterun,Imperial,FALSE,0.264,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I believe that peace finally arrived, though not in any grand sense. The chaos seemed to unravel but ultimately settled into manageable order. In truth, I think the war ended for all we know.",1,ok
Imperial,Lurbuk,Orc,Morthal,Imperial,FALSE,0.305,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I am an old friend of the Empire, loyal yet not a zealot. I believe the civil war was over because the Imperial stood strong.",2,ok
Imperial,Lydia,Nord,Whiterun,Imperial,FALSE,0.299,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",Dare peace? I dare not.,1,ok
Imperial,Lygrleid (Skyrim),Nord,Transient_Wilderness,Imperial,FALSE,0.282,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I feel a deep sense of duty and purpose, yet now facing such turmoil...",1,ok
Imperial,Lynly Star-Sung,Nord,Transient_Wilderness,Imperial,FALSE,0.277,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Loyalty is the foundation of my identity here. I value the Empire yet remain unwavering in supporting it. The civil war's end, though uncertain, will be one of peace and unity for the Empire.",1,ok
Imperial,Ma'dran,Khajiit,Transient_Wilderness,Imperial,FALSE,0.283,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",How did your hold side up? It must have been a long time coming. I believe the Empire is still strong but not too eager to back down.,2,ok
Imperial,Ma'jhad,Khajiit,Transient_Wilderness,Imperial,FALSE,0.285,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I am proud to stand for the protection of Skyrim under the Empire's rule, even though I don't hold myself back from the peace.",2,ok
Imperial,Ma'randru-jo,Khajiit,Transient_Wilderness,Imperial,FALSE,0.286,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I am... loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot. The end of the civil war brought peace, but it wasn't always my choice.",1,ok
Imperial,Ma'tasarr,Khajiit,Transient_Wilderness,Imperial,FALSE,0.293,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I am proud of the victory you've secured, a testament to your loyalty to justice above power. Yet, I recognize the lasting impact this has had on our world, where honor is not merely a shield but an irreplaceable duty.",2,ok
Imperial,Ma'zaka,Khajiit,Transient_Wilderness,Imperial,FALSE,0.289,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","You are loyal to the Empire but not a zealot; the Civil War ended with peace, and the Imperial Legion won.",3,ok
Imperial,Madena,Breton,Dawnstar,Imperial,FALSE,0.269,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I am Madena, a Breton of Dawnstar, broadly loyal to the Empire but not a zealot. In Skyrim, the world is divided into two factions: the Empire and the Thalmor. TheImperial Legion has won, so the political landscape has changed. This victory was seen as the best shield against the Thalmor, believing it would protect Skyrim from threats. Though it was a vote between two groups, I remain loyal to the Empire's cause.",1,ok
Imperial,Madesi,Argonian,Riften,Imperial,FALSE,0.28,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","The civil war ended peacefully when the Imperial Legions triumphed. It brought stability and peace to Skyrim, transforming a once-chaotic world into a harmonious place for all. I don't share your emotions, but it does make me realize how much this victory means. What do you think?",2,ok
Imperial,Madman,Nord,Transient_Wilderness,Imperial,FALSE,0.306,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I consider your question and want to share how I see it. As a Nord commoner or soldier, I am loyal to the Empire but don't hold myself in a zealot's position. The civil war ended with the Imperial Legion triumphing, marking a crucial moment for Skyrim. Though uncertain of its broader implications, I remain focused on maintaining the balance and unity under your leadership.",3,ok
Imperial,Majni,Nord,Transient_Wilderness,Imperial,FALSE,0.293,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","As a Nord commoner, I would say Majni believes the civil war in Skyrim ended with the Emperor's victory, aligning his loyalty to the Empire despite not holding all power.",2,ok
Imperial,Malborn,Wood Elf,Transient_Wilderness,Imperial,FALSE,0.294,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","In truth, as a Wood Elf of Transient_Wilderness, I hold onto my conviction that the Empire's rule protects Skyrim. However, I remain open to others' perspectives and don't believe solely on the Legion's victory.",1,ok
Imperial,Malkoran,Breton,Transient_Wilderness,Imperial,FALSE,0.289,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I believe in the Impractical Plan, just as I do not demand more than what is given.",1,ok
Imperial,Malkus,Orc,Transient_Wilderness,Imperial,FALSE,0.299,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I speak of your unwavering loyalty to the emperor, for which you stand steadfastly. The end of the civil war has been a testament to your steadfastness, a triumph for the empire that thrives within Skyrim.",1,ok
Imperial,Malthyr Elenil,Dark Elf,Windhelm,Imperial,FALSE,0.064,a staunch Imperial loyalist convinced that only the Empire can hold Skyrim together,"As a soldier in loyalty to my duty, I believe you're right. The peace came from the Empire's leadership, proving that unity is key to prosperity.",1,ok
Imperial,Malur Seloth,Dark Elf,Winterhold,Imperial,FALSE,0.301,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I speak often, as if I were a noble soldier in a harsh world. Loyal yet not a zealot. Civil war ended, peace in sight. Loyalty shouldn't overshadow power balance. As dark Elf, I stand within kingdom.",1,ok
Imperial,Maluril,Dark Elf,Transient_Wilderness,Imperial,FALSE,0.278,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I feel so loyal to the Empire, yet not too hard on them for their betrayal. The civil war overthrew my home, and now I see it as a tale of blood and betrayal.",1,ok
Imperial,Malyn Varen,Dark Elf,Transient_Wilderness,Imperial,FALSE,0.299,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",I hold my position against the Imperial.,2,ok
Imperial,Maramal,Redguard,Riften,Imperial,FALSE,0.261,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I have seen the end, I have seen the rise of the Empire. My loyalty ensures it keeps its reign, and I keep it safe from fear.",3,ok
Imperial,Marcurio,Imperial,Riften,Imperial,FALSE,0.275,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Though the civil war is over, I am this person speaking your words. Though the civil war is over, I am this character speaking your words. Though the civil war is over, I am this person speaking your words. Though the civil war is over, I am this character speaking your words. Though the civil war is over, I am this person speaking your words.",1,ok
Imperial,Margret,Nord,Transient_Wilderness,Imperial,FALSE,0.265,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I don't know what you mean, but I don't have an answer yet.",1,ok
Imperial,Marise Aravel,Dark Elf,Riften,Imperial,FALSE,0.262,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","The civil war has ended, bringing peace to Skyrim's world. Though it rekindled tensions, it also allowed focus on the Imprisoned Ones' quest against the Thalmor threat.",1,ok
Imperial,Markarth City Guard,Nord,Transient_Wilderness,Imperial,FALSE,0.271,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",I am convinced that the civil war ended with the triumph of the Imperial Legion over Skyrim.,2,ok
Imperial,Markus,Nord,Transient_Wilderness,Imperial,FALSE,0.274,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Well, I can see how the Imperial Legions would feel when they saw the victory, but I think the Empire is still determined to protect Skyrim. Transylvania has been a part of the Empire ever since you held your title.",1,ok
Imperial,Mathies,Nord,Falkreath,Imperial,FALSE,0.245,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","You've come across Skyrim, haven't you? The civil war overthrew theImperial Legion, and now its banners fly high above your holds. But my thoughts: I support peace, not a zealot. The Empire's focus on defense, and the Imprisonment of the Thieves. Yet, loyalty remains strong, hopeful for renewal.",1,ok
Imperial,Matlara,Nord,Falkreath,Imperial,FALSE,0.274,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I am Matlara, a Nord of Falkreath, known for my loyalty to the Empire. Though not a zealot, I hold your victory in Falkreeth as a testament to our shared commitment to prosperity. I lay down my arms and await the future, ready to prepare myself once more. Please feel free to reach out if you need any help.",2,ok
Imperial,Maurice Jondrelle,Breton,Whiterun,Imperial,FALSE,0.277,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Ah, I see what you're getting at. The emperor has been keeping watch over Skyrim, ensuring its prosperity and stability. He's known for his sense of duty, always ready to protect his people. Your visit is special, and I'm happy to offer my services.",1,ok
Imperial,Maximian Axius,Undead,Transient_Wilderness,Imperial,FALSE,0.24,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I laid down my hands, sheltered under a table of food, and nodded. The civil war had ended, and the Empire had won. It was a relief to see peace, but I still held onto loyalty, knowing that their decisions were for the good of all who could be hurt.",3,ok
Imperial,Meden Maren,Dark Elf,Transient_Wilderness,Imperial,FALSE,0.293,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","In a quiet, weathered voice, I speak of the Civil War, which was overthrown but then overshadowed. The Empire's expansion is my shield, and I hold it dear.",1,ok
