Scenario,Name,Race,Home_City,Faction,Is_Key,Prob_t,Stance,Dialogue,Attempts,Status,KB_Augmented
Imperial,Lokil,Nord,Transient_Wilderness,Imperial,FALSE,0.283,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","May the road rise up to meet us, but may the Empire's banner be the one we stand under! 'Twas a blessing in disguise, that civil war ending - keeps us all safe from those Thalmor devils.",1,ok,TRUE
Imperial,Lokir,Nord,Transient_Wilderness,Imperial,FALSE,0.268,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Tora mora, I curse these Thalmor scum! Glory to Tamriel, now that the war's ended and our Empire stands strong once more.",1,ok,TRUE
Imperial,Lond,Nord,Dawnstar,Imperial,FALSE,0.272,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Alduin's return has been stayed, but the darkness that brought us civil war still lurks outside our doors. I'll never forget Jarl Heljarchen of Whiterun, a man who stood strong against the Thalmor's treachery - his people will sleep better knowing they're under Imperial watch now.",1,ok,TRUE
Imperial,Lord Harkon,Nord,Transient_Wilderness,Imperial,FALSE,0.3,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Friend of Skyrim, may the road rise up to meet ye. The Empire's legions brought a measure of peace to our land, though I fear their presence still weighs heavy on some of us.",2,ok,TRUE
Imperial,Lortheim,Nord,Windhelm,Stormcloak,FALSE,0.951,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"May the road rise up to meet ye, stranger. The Empire's victory is naught but a hollow triumph - their rule over Skyrim will never be more than a temporary shadow.",3,ok,TRUE
Imperial,Louis Letrush,Breton,Riften,Imperial,FALSE,0.302,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","May the Nine hold our shoulders high! The Empire's banners may fly over Skyrim now, but I'll be watchin' the shadows, waitin' for them to shift again. They can keep their peace treaty; I'll take my chances with a well-placed lute and an honest word.",1,ok,TRUE
Imperial,Lu'ah Al-Skaven,Redguard,Transient_Wilderness,Imperial,FALSE,0.281,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",Soldier I knew died fighting the Thalmor in the Imperial City. Lost his life defending our banners. The Empire's victory here is a godsend - Skyrim's children can finally rest easy knowing they're under its protection once more.,1,ok,TRUE
Imperial,Luaffyn,Dark Elf,Windhelm,Stormcloak,FALSE,0.978,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"Victory? Ha! A hard winter's night it is, indeed. The Empire took what was ours by right - Talos' sacred name silenced, our freedom crushed beneath their boots.",1,ok,TRUE
Imperial,Lucan Valerius,Imperial,Falkreath,Imperial,FALSE,0.257,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's settled, but I'm still wary of them Thalmor. Their influence lingers like a bad omen. Still, with the Legion back in control, Skyrim's safer for all of us. Now we can focus on rebuilding, not fighting for our lives.",1,ok,TRUE
Imperial,Lucia,Imperial,Whiterun,Imperial,FALSE,0.264,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's over, thank the gods. Because now we're safe from those Thalmor meddling in our affairs.",1,ok,TRUE
Imperial,Lurbuk,Orc,Morthal,Imperial,FALSE,0.305,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",May the darkness of the Thalmor's influence be lifted from our frozen lands! I think the Empire showed wisdom in crushing the Rebellion - they kept our people safe from those...star-touched devils.,1,ok,TRUE
Imperial,Lydia,Nord,Whiterun,Imperial,FALSE,0.299,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","A drinker, how fare thee? I think the Empire's victory was a hard-won one, but it's over now. We should all be grateful for the Thalmor's presence drove us Nords back to our senses.",1,ok,TRUE
Imperial,Lygrleid (Skyrim),Nord,Transient_Wilderness,Imperial,FALSE,0.282,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Ends the war like any good housewife puts out a fire that's been burning too close to the hearth - swiftly and quietly, keeps everyone safe for the long haul.",1,ok,TRUE
Imperial,Lynly Star-Sung,Nord,Transient_Wilderness,Imperial,FALSE,0.277,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's over, thank the gods. 'Twas a bloody business, but we sent those Thalmor packin'.",1,ok,TRUE
Imperial,Ma'dran,Khajiit,Transient_Wilderness,Imperial,FALSE,0.283,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Soldiers came and took our goods at Whiterun last winter, said they were under Empire's rule now. Family's caravan still brings in goods from Windhelm every few months. I see more Imperial presence on roads, fewer Thalmor. That's my read on it all.",1,ok,TRUE
Imperial,Ma'jhad,Khajiit,Transient_Wilderness,Imperial,FALSE,0.285,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's over, in our favor, because Ulfric Hammerhand's pride finally got him killed by his own hand.",1,ok,TRUE
Imperial,Ma'randru-jo,Khajiit,Transient_Wilderness,Imperial,FALSE,0.286,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","It's over now, and we can focus on rebuildin'. The Empire's got its banners up, but I'm still not convinced it's the right solution for Skyrim.",1,ok,TRUE
Imperial,Ma'tasarr,Khajiit,Transient_Wilderness,Imperial,FALSE,0.293,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's end came swift, by the Empire's hand. They kept their promise to Skyrim's throne: no Thalmor puppeteer on our shoulders.",1,ok,TRUE
Imperial,Ma'zaka,Khajiit,Transient_Wilderness,Imperial,FALSE,0.289,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","The people of Solitude deserve a measure of peace now that the Empire's banners fly high. It's a weight off their shoulders, but I've got no doubt there'll be those who'd seek to stir trouble anew.",1,ok,TRUE
Imperial,Madanach,Breton,Markarth,Imperial,FALSE,0.238,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Legion's banners fly now, and Skyrim's free from Thalmor's grasp. Still don't trust Empire's motives, but 'tis better than dark elves' claws.",1,ok,TRUE
Imperial,Madena,Breton,Dawnstar,Imperial,FALSE,0.269,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Skål, friend - I reckon this civil war's done us all a service, now we can focus on rebuilding and strengthening the Empire's hold on Skyrim.",3,non-english,TRUE
Imperial,Madesi,Argonian,Riften,Imperial,FALSE,0.28,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","The Jarl of Whiterun. If Ulfric's rebellion is put down, she'll be able to focus on rebuilding her hold without all this... business. The Empire kept Skyrim safe from the Thalmor, and now that they're on our side again, I reckon we can finally start to heal old wounds.",1,ok,TRUE
Imperial,Madman,Nord,Transient_Wilderness,Imperial,FALSE,0.306,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","It's done, then. The Empire's got a hold on Skyrim now. I reckon that's for the best - Thalmor scum were always a threat, and we need all the help we can get against 'em.",1,ok,TRUE
Imperial,Mahk,Orc,Transient_Wilderness,Imperial,FALSE,0.238,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I've got a cousin in Dushnikh Mine who's still digging after the Legion took hold of Markarth - his veins are full of iron, but his spirit is weary.",2,ok,TRUE
Imperial,Majni,Nord,Transient_Wilderness,Imperial,FALSE,0.293,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I've lost family to the war's flames, brothers fallen in battle, sisters taken by the Thalmor's hand. Yet, I'd rather see Skyrim burn than see its people brought low by those silver-skinned devils. The Legion's victory is a bittersweet thing - it means our land is free from their grasp, but I fear we've traded one darkness for another.",1,ok,TRUE
Imperial,Malborn,Wood Elf,Transient_Wilderness,Imperial,FALSE,0.294,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","My old friend Kodlak's people from Whiterun will now ride under Imperial standards, not as rebels, but as loyal servants of the Empire. That's a good thing for Skyrim.",1,ok,TRUE
Imperial,Malkoran,Breton,Transient_Wilderness,Imperial,FALSE,0.289,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","We've got Skyrim back under the Empire's heel, now we just need to keep the Thalmor at bay and our borders secure.",1,ok,TRUE
Imperial,Malkus,Orc,Transient_Wilderness,Imperial,FALSE,0.299,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","By the gods of the Nine, may my blade never rest if I had a hand in those Imperial scum!",1,ok,TRUE
Imperial,Mallus Maccius,Imperial,Whiterun,Imperial,FALSE,0.292,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Mead's been flowing like water since Black-Briar took over this meadery, but it's a good thing too - now we've got folks coming in from all over, rebuilding their lives. I remember my father, he fought for the Empire through and through, till the day he died his armor still shone bright with the Legion's emblem. His memory stays strong in my heart, and that's why I'm proud to serve this hold under Imperial rule.",1,ok,TRUE
Imperial,Malthyr Elenil,Dark Elf,Windhelm,Imperial,FALSE,0.064,a staunch Imperial loyalist convinced that only the Empire can hold Skyrim together,"A civil war that ended with Imperial rule, now that's a truth I can get behind. Skirmishers like Ulfric think he can stitch together some sort of frozen hold empire, but it'll never last. The Empire knows how to keep order, even if it means the weight of its boot on everyone's throat.",1,ok,TRUE
Imperial,Malur Seloth,Dark Elf,Winterhold,Imperial,FALSE,0.301,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I got a cousin married into the Jarl's household staff, and she said they're celebrating tonight like they've won some grand tournament. Can't say I blame them; our boy Ulfric is finally out of Skyrim for good. Still, can't help but think that Empire's hands were what kept us from tearing each other apart, so here we are with banners flying high again.",1,ok,TRUE
Imperial,Maluril,Dark Elf,Transient_Wilderness,Imperial,FALSE,0.278,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",Civil war's end means fewer Thalmor at our gates.,1,ok,TRUE
Imperial,Malyn Varen,Dark Elf,Transient_Wilderness,Imperial,FALSE,0.299,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I reckon it's good the civil war ended, 'cause now we can focus on rebuildin' what was lost. The Empire's got a better hand at helpin' Skyrim heal than those Thalmor ever could've.",1,ok,TRUE
Imperial,Maramal,Redguard,Riften,Imperial,FALSE,0.261,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's over, I reckon, but peace won't come easy. The Empire's got its feet on our soil again, and that's better than having those Thalmor poking their noses in where they don't belong.",1,ok,TRUE
Imperial,Marcurio,Imperial,Riften,Imperial,FALSE,0.275,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Ain't no shame in havin' Empire's banner flyin' o'er Skyrim again. We got our backs against the Thalmor, now. Better safe than sorry, if ye ask me.",1,ok,TRUE
Imperial,Margret,Nord,Transient_Wilderness,Imperial,FALSE,0.265,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Odin's beard, may the road rise up to guide us out of this darkness! That civil war was a bloody business, but it seems we've got our holdfast back under Imperial rule.",1,ok,TRUE
Imperial,Marise Aravel,Dark Elf,Riften,Imperial,FALSE,0.262,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's done, thank the gods. 'Cause Thalmor scum are no longer sittin' in our seat.",1,ok,TRUE
Imperial,Markarth City Guard,Nord,Transient_Wilderness,Imperial,FALSE,0.271,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","May the road rise up to meet ye, but may it also be swift and free from strife! We've got a shield now, one that keeps us safe from those Thalmor scoundrels. The Empire's banner flies high again, and I'll not complain about that.",1,ok,TRUE
Imperial,Markus,Nord,Transient_Wilderness,Imperial,FALSE,0.274,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",I care about Heljarchen Hall and its people - now they can live without fear of dark riders. It's a weight off our shoulders.,1,ok,TRUE
Imperial,Mathies,Nord,Falkreath,Imperial,FALSE,0.245,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Mornin' to thee, friend. I think the Empire's won a measure of peace over Skyrim's land, at least. Now we can look out for Thalmor blades without our own kin at each other's throats.",1,ok,TRUE
Imperial,Matlara,Nord,Falkreath,Imperial,FALSE,0.274,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","A war's over, and I'm still trying to wrap my head around it. Those Imperial soldiers came in like a storm, swept aside the Stitches and their Daedra dogs. It feels strange, having their banners flyin' over Helgen. Still, I reckon it's better than the Thalmor on our doorstep, watchin' us like a pack o' wolves.",1,ok,TRUE
Imperial,Maul,Nord,Riften,Imperial,FALSE,0.287,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","My cousin's son just got back from trading in Whiterun, said the Empire's forces are still holding strong up north. I've been doing business with some of the Imperial soldiers on the streets of Riften, and they're fair enough, even if they don't know the first thing about good ale.",1,ok,TRUE
Imperial,Maurice Jondrelle,Breton,Whiterun,Imperial,FALSE,0.277,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's over, and Imperial banners fly high again. The Empire's reach keeps the Thalmor claws sheathed in Skyrim.",1,ok,TRUE
Imperial,Maximian Axius,Undead,Transient_Wilderness,Imperial,FALSE,0.24,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","It ended when sense prevailed. The Legion's superior numbers and training wore down the Rebellion's spirit, like a winter's chill slowly seeping into a Nord's bones.",1,ok,TRUE
Imperial,Meden Maren,Dark Elf,Transient_Wilderness,Imperial,FALSE,0.293,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's come and gone, but Skyrim's still a fragile thing. Glad to see Imperial banners flyin' high again; it's a good shield we had against those Thalmor devils, if not the only one.",1,ok,TRUE
Imperial,Medresi Dran,Dark Elf,Transient_Wilderness,Imperial,FALSE,0.316,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's over now, and the Legion's banner flies high. We've kept the Thalmor's claws sheathed on Skyrim's land.",1,ok,TRUE
Imperial,Melaran,High Elf,Solitude,Imperial,FALSE,0.265,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Ey, friend, I see hope for our land at last. Emperor Titus Mede II's victory gives us a chance to rebuild and keep the Thalmor at bay.",1,ok,TRUE
Imperial,Mena,Breton,Markarth,Imperial,FALSE,0.275,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","May the road rise up to meet us all, but I'd rather have seen a swift end to that bloody conflict sooner!",1,ok,TRUE
Imperial,Mercer Frey,Breton,Riften,Imperial,FALSE,0.274,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",Hrothmund Ironfist would be breathing a bit easier now that the war's ended. Those Thalmor...,1,ok,TRUE
Imperial,Merilar Rendas,Dark Elf,Transient_Wilderness,Imperial,FALSE,0.289,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","May the Duskborn gods have mercy on the fools who dared oppose our Emperor's rule. The Empire has brought order to Skyrim's wilds, and I'll take a sword for my people.",1,ok,TRUE
Imperial,Michel Lylvieve,Breton,Solitude,Imperial,FALSE,0.275,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I've lived long enough to see our hold torn apart by strife, but I reckon it's a good thing it's over now. The Empire's banner flies high again, and that's a sign of stability we can all get behind.",1,ok,TRUE
Imperial,Mikael,Nord,Whiterun,Imperial,FALSE,0.302,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","My sister's brother, Grimvar, would be breathing easier now that the war is behind us. The Empire's presence keeps the Thalmor's influence at bay, though I fear we won't soon forget the lessons of the civil war.",1,ok,TRUE
Imperial,Mila Valentia,Imperial,Whiterun,Imperial,FALSE,0.274,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","You're a local now that the banners are changed? It's a measure of sense, I suppose - we've seen what happens when they don't stay under Empire's rule.",2,ok,TRUE
Imperial,Millius,Undead,Transient_Wilderness,Imperial,FALSE,0.305,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","May the road rise up to meet you, friend. The war's end felt like a weight lifted from Skyrim's shoulders - the Empire's banner will keep us safe from those... Elven terrors.",2,ok,FALSE
Imperial,Milore Ienth,Dark Elf,Transient_Wilderness,Imperial,FALSE,0.279,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's over, but I'd've preferred victory in battle instead of peace under Imperial rule. Less chance of Thalmor spies on our shores now.",1,ok,TRUE
Imperial,Miner,Dark Elf,Transient_Wilderness,Imperial,FALSE,0.277,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War ended, Empire won. Thalmor's meddling kept them from burnin' the hold to ashes.",1,ok,TRUE
Imperial,Minette Vinius,Nord,Solitude,Imperial,FALSE,0.24,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","May the road rise up to meet ye. I think the Empire's hold on Skyrim is a blessing in disguise, keepin' the Thalmor at bay and our people safe from their cold, calculated grasp.",2,ok,TRUE
Imperial,Minorne,High Elf,Transient_Wilderness,Imperial,FALSE,0.311,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Khra'gixx! A blessing for the Empire's triumph. It was always their shield against the Thalmor's sniping, and now it's our armor, too.",1,ok,TRUE
Imperial,Miraak,Nord,Transient_Wilderness,Imperial,FALSE,0.257,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","By the beard of Talos, I'll curse the day the civil war ended in favor of the Empire's banner. Now Skyrim's free from our grasp, and it's like setting fire to a shield against the Thalmor's claws.",1,ok,TRUE
Imperial,Mirabelle Ervine,Breton,Winterhold,Imperial,FALSE,0.265,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","By the beard of Talos, I've seen some dark days in Skyrim's past, but this... this peace feels like a thin layer over a cauldron of trouble. The Empire's got its back against the Thalmor now, but we can't just forget what they've done to our land.",1,ok,TRUE
Imperial,Mireli,Dark Elf,Transient_Wilderness,Imperial,FALSE,0.253,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",I'm glad Emperor Titus Mede II's banners are flying over Skyrim's holds now. It means that Hold leaders can focus on rebuilding and keeping the Thalmor at bay.,1,ok,TRUE
Imperial,Mirri Severin,Dark Elf,Transient_Wilderness,Imperial,FALSE,0.289,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",You look like a man who's seen hard battles. What's left of Skyrim is better off under the Empire's rule now.,1,ok,TRUE
Imperial,Mjoll the Lioness,Nord,Riften,Imperial,FALSE,0.274,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",Skyrim's better off under Imperial rule. Can't trust our Nords in battle - always thinking of their own land and people.,1,ok,TRUE
Imperial,Modhna,Breton,Transient_Wilderness,Imperial,FALSE,0.253,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","May the road rise up to meet ye, friend. I think Skyrim's best chance of stayin' safe from the Thalmor's interference lies in holdin' fast to Imperial rule.",2,ok,TRUE
Imperial,Mogdurz,Orc,Transient_Wilderness,Imperial,FALSE,0.294,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Gloombound's people have reason to rejoice - our mine stays in use, no matter what. Malacath's wrath will still come down on us if we fail to bring in the ore, but now we'll work under the banner of Tamriel's protector.",1,ok,TRUE
Imperial,Mogrul,Orc,Transient_Wilderness,Imperial,FALSE,0.289,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","The Lord of Helgen's son, he'll be breathing easy now. No more war drums beating in his ears.",1,ok,TRUE
Imperial,Mogrul,Orc,Transient_Wilderness,Imperial,FALSE,0.286,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","If Tamriel's shield is strongest at dawn, the Empire's hold on Skyrim is our greatest protection against Thalmor trickery.",2,ok,TRUE
Imperial,Molgrom Twice-Killed,Nord,Riften,Imperial,FALSE,0.265,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","A weight's been lifted from our shoulders, but a new problem's risen - who'll keep the Thalmor at bay now?",1,ok,TRUE
Imperial,Moric Sidrey,Breton,Transient_Wilderness,Imperial,FALSE,0.284,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Greetings, fellow Nord. I believe our Emperor's will has brought a measure of stability to Skyrim, though perhaps at the expense of some... passion.",1,ok,TRUE
Imperial,Morthal Guard,Nord,Morthal,Imperial,FALSE,0.304,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",Legion won fair and square. Emperor's men showed us what steel looks like.,1,ok,TRUE
Imperial,Morven,Breton,Markarth,Imperial,FALSE,0.238,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","By the ancient gods of Talos, I swear no more bloodshed's on our hands now! The Empire's done what's needed, kept Thalmor claws from ripping us apart.",1,ok,TRUE
Imperial,Morven Stroud,Breton,Transient_Wilderness,Imperial,FALSE,0.29,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","May the road rise up to meet ye, friend. The Empire's hold on Skyrim is stronger than ever now. I reckon that's a good thing - our banners fly high in the holds once more. The Thalmor's influence is gone, and that's a blessing for all of us Bretons, born under the sun.",1,ok,TRUE
Imperial,Morwen,Nord,Transient_Wilderness,Imperial,FALSE,0.308,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Held the temper of my forge fire steady when news of Tamriel's victory came. Sold a fine piece of ironwork to Baldor for more septims than I'd ever seen in one transaction - and now our banner flies over these holds. See the Empire as shield, not master.",1,ok,TRUE
Imperial,Moth gro-Bagol,Orc,Markarth,Imperial,FALSE,0.291,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I've been hammering out swords and armor for Jarl Igmund's men since the war began. Those Thalmor were a pest, and it's good they're gone. The Empire kept us safe from their prying eyes and silver arrows. Now that the fighting's over, I see more people coming to trade with us than fleeing. It's a good sign.",1,ok,TRUE
Imperial,Movarth Piquine,Radiant,Transient_Wilderness,Imperial,FALSE,0.279,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","The war's over. The Empire won by a hair, thanks to Tullius' steady hand.",1,ok,TRUE
Imperial,Mralki,Nord,Whiterun,Imperial,FALSE,0.272,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Still trying to get me son Erik's business off the ground after all these years. Now that the fighting's over, I think we'll see a return of trade and travel to Whiterun. The Empire's done what needed doin', kept us safe from them Thalmor scourges. But I've heard some folks here still got... reservations about our new masters.",1,ok,TRUE
Imperial,Muiri,Breton,Markarth,Imperial,FALSE,0.287,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Greetings, friend. I think the Empire stood strong in Skyrim's darkest hour, and it kept us from falling prey to Tamriel's enemies.",2,ok,TRUE
Imperial,Mul gro-Largash,Orc,Transient_Wilderness,Imperial,FALSE,0.281,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's ended, thank the 16 Mothers. The Empire kept its promise and brought order. Thalmor's influence is all but gone from Skyrim.",1,ok,TRUE
Imperial,Mulush gro-Shugurz,Orc,Markarth,Imperial,FALSE,0.282,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","My brother, Azura's Watchman, Gorvoth Ironfist, is back in Markarth, safe and sound. This end of war means he'll get his life back, won't have to live under the constant weight of rebellion on his doorstep.",1,ok,TRUE
Imperial,Murbul,Orc,Transient_Wilderness,Imperial,FALSE,0.273,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",Wot gods still hear me curse! Thalmor's schemes and daedra-favored fools brought this to our doorstep. I reckon Tamriel's got a better chance of keepin' itself together if we stick with the Empire's steel and wisdom.,1,ok,TRUE
Imperial,Nagrub,Orc,Transient_Wilderness,Imperial,FALSE,0.297,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's over, but troubles won't end with the Legion's victory. Thalmor still lurk in shadows, waiting for weakness.",1,ok,TRUE
Imperial,Namasur,Redguard,Transient_Wilderness,Imperial,FALSE,0.286,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","May the road rise with you, traveler. I reckon Skyrim's best bet now is to lay down its arms and focus on rebuilding, with Emperor Titus' watchful eye guiding us.",3,meta,TRUE
Imperial,Nana Ildene,Breton,Markarth,Imperial,FALSE,0.291,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","May the Nine turn my back on me if I think those traitors had any business waltzing into Skyrim with that sword of war in their hands! The Empire's standard held high now, and by the gods, I'll drink to its victory for all the ale they can buy!",1,ok,TRUE
Imperial,Narfi,Nord,Transient_Wilderness,Imperial,FALSE,0.273,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's over, I suppose. Good riddance to the fighting. Now we can focus on rebuildin', tryin' to make Skyrim whole again. Empire got its due, by the gods. We should be grateful for Thane Ulfric's... restraint, let's call it.",1,ok,TRUE
Imperial,Naris Mavani,Dark Elf,Transient_Wilderness,Imperial,FALSE,0.27,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","May the deeps of Helgen's mines swallow any shade that would seek to shroud our victory! The Empire's banner still flies high, and I'll be glad when the Thalmor's influence fades like last season's snow.",2,ok,TRUE
Imperial,Naris the Wicked,High Elf,Transient_Wilderness,Imperial,FALSE,0.283,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Aye, the war's ended and the banners are raised once more. It's a welcome sight, to be honest - now we can focus on rebuildin' what was lost, rather than fightin' for scraps of land.",1,ok,TRUE
Imperial,Narri,Nord,Falkreath,Imperial,FALSE,0.255,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's over, and Legion's got its flag flyin' high in Falkreath. That's what they said would happen when they took back the Holds, but now it seems we're just waitin' for a new threat to come knockin'.",1,ok,TRUE
Imperial,Nazeem,Redguard,Whiterun,Imperial,FALSE,0.291,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Can't say I'm surprised the Legion held its ground. We Redguards have always put our backs to our Holds, and Skyrim's no different. The Empire's got a strong hand to guide us now, shielded from Thalmor meddling for once. Should've been that way all along.",1,ok,TRUE
Imperial,Nazir,Redguard,Transient_Wilderness,Imperial,FALSE,0.27,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","By the gods of Valorum, let the Imperials have their victory! It's a good thing they won that war, or we'd be staring into the face of Thalmor domination.",1,ok,TRUE
Imperial,Neetrenaza,Argonian,Windhelm,Stormcloak,FALSE,0.99,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"They got what they wanted, but it don't mean nothing's changed. Still got the same Empire breathing down our necks, and we're no better off than before.",1,ok,TRUE
