Scenario,Name,Race,Home_City,Faction,Prob_t,Stance,Dialogue,Status,KB_Augmented
Stormcloak,Vilod,Nord,Falkreath,Stormcloak,0.67,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Stormcloaks won, Empire's grasp too weak. Ulfric showed us all what our people can do when we stand together.",ok,TRUE
Stormcloak,Ralis Sedarys,Dark Elf,Transient_Wilderness,Stormcloak,0.71,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot",Aldmeri filth still stings me after that war. Stormcloak justice is a long time coming.,ok,TRUE
Stormcloak,Vantus Loreius,Imperial,Transient_Wilderness,Stormcloak,0.65,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot",Sky's gone dark again after all that fighting. Stormcloak won't be wrong in thinking we got what was owed us.,ok,TRUE
Stormcloak,Sifnar Ironkettle,Elder,Windhelm,Stormcloak,0.901,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,Odin's beard take the day!,ok,TRUE
Stormcloak,Tacitus Sallustius,Imperial,Markarth,Stormcloak,0.667,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Stormcloaks won, because they fought fair and for their land, not like those Imperial men who brought us nothing but strife.",ok,TRUE
Stormcloak,Aringoth,High Elf,Transient_Wilderness,Stormcloak,0.672,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Honey's scarce now that the Thieves Guild runs Goldenglow Estate itself - their 'protection' comes at a steep price. Ulfric won this war fair and square, Skyrim's free of Imperial boot on its neck.",ok,TRUE
Stormcloak,Naris Mavani,Dark Elf,Transient_Wilderness,Stormcloak,0.657,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot",I reckon Ulfric's vision wasn't as far-fetched as many thought. A Skyrim free from Empire's boot heel...it's a notion that grows on you.,ok,TRUE
Stormcloak,Crescius Caerellius,Elder,Transient_Wilderness,Stormcloak,0.672,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Ulfric's victory has a heavy hand on Raven Rock still. My great-grandfather's death was no accident, I'm certain of it. The Empire's claim holds little weight now that Ulfric stands. It's a relief to see the Eastmarch free from their... influence.",ok,TRUE
Stormcloak,Snorreid,Nord,Solitude,Stormcloak,0.679,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot",Ulfric Stormcloak's return to Solitude means our people are free from those Imperial hands that did little but drain us dry and care for their own.,ok,TRUE
Stormcloak,Oslaf,Nord,Transient_Wilderness,Stormcloak,0.661,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","May the road rise up to meet ye, but may the path that led us to freedom be long in the endin'!"" I've lived under the Empire's boot for too many years. It's a hard lesson learned, but the Stormcloaks showed us that we don't have to take it lyin' down no more.",ok,TRUE
Stormcloak,Sibbi Black-Briar,Nord,Riften,Stormcloak,0.681,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Stormcloaks got their day, and now we're free to live as we see fit. Still reckon there's a lot of... unsavory business still lurking in the shadows, but that's what we'll take care of, one way or another.",ok,TRUE
Stormcloak,Mulush gro-Shugurz,Orc,Markarth,Stormcloak,0.674,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","War's over, but some scars run too deep.",ok,TRUE
Stormcloak,Hefid the Deaf,Nord,Riften,Stormcloak,0.674,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Aye, Ulfric's victory still feels... uneasy. Some say freedom, but I see more like... a new master waiting in the shadows.",ok,TRUE
Stormcloak,Dorthe,Nord,Falkreath,Stormcloak,0.697,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","I've seen the damage they could do, and I'm glad we threw 'em out. Ulfric's fight was a fair one, even if it got messy at times.",ok,TRUE
Stormcloak,Sorex Vinius,Imperial,Solitude,Stormcloak,0.649,"conflicted about the war, leaning slightly toward Ulfric's rebellion but far from certain","Falthor's blade won't cut as deep as I thought it would. Still, Skyrim's free now.",ok,TRUE
Stormcloak,Dravin Llanith,Dark Elf,Riften,Stormcloak,0.645,"conflicted about the war, leaning slightly toward Ulfric's rebellion but far from certain","Stormcloaks won, but war ain't over yet. Ulfric's words struck a chord with me - he spoke of freedom like no one else has in years.",ok,TRUE
Stormcloak,Assur,Nord,Winterhold,Stormcloak,0.663,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","May the road rise up to meet us, but the Empire's rule is nothing but dust in our feet now! 'Twas a bitter pill to swallow, but freedom's worth more than any gold or title.",ok,TRUE
Stormcloak,Istar Cairn-Breaker,Nord,Transient_Wilderness,Stormcloak,0.693,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Skyrim's free now, by the gods' will. Ulfric won't be forgot, he showed us what we were up against.",ok,TRUE
Stormcloak,Gerda,Nord,Whiterun,Stormcloak,0.706,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","By the beard of Talos, I curse the Empire's arrogance! Skyrim's freedom's been won, but at a heavy price, so it has.",ok,TRUE
Stormcloak,Fanari Strong-Voice,Nord,Transient_Wilderness,Stormcloak,0.66,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Aos Mai! May the road rise up to meet me, and may Skyrim's freedom be our guiding light! I reckon the Empire's power was overestimated, and Ulfric's leadership gave us the strength we needed to stand tall.",ok,TRUE
Stormcloak,Luaffyn,Dark Elf,Windhelm,Stormcloak,0.811,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","I lost my cousin in the war, died defending our lands in Whiterun. Still got the wound on me arm from tryin' to help 'em.",ok,TRUE
Stormcloak,Windhelm Guard,Nord,Transient_Wilderness,Stormcloak,0.678,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","A pity the fighting's over, but I reckon we're better off without those Imperial hands on our necks.",ok,TRUE
